GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G11000100069308","1990","99","9999","9999","9999","9","308","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 308",56,33,0,0,1,2,0,1,0,0
"G11000100069310","1990","99","9999","9999","9999","9","310","3","0069","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 310",31,9,0,1,0,3,0,0,0,3
"G1100010007010106","1990","99","9999","9999","9999","9","106","1","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",24,0,0,2,0,0,0,0,0,1
"G1100010007010107","1990","99","9999","9999","9999","9","107","1","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",26,4,2,1,0,3,0,0,0,3
"G1100010007010108","1990","99","9999","9999","9999","9","108","1","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",52,16,2,9,0,0,0,0,0,0
"G1100010007010109","1990","99","9999","9999","9999","9","109","1","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 109",123,23,0,3,0,4,0,0,0,0
"G1100010007010110","1990","99","9999","9999","9999","9","110","1","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 110",24,1,0,0,0,0,0,0,0,0
"G1100010007010112","1990","99","9999","9999","9999","9","112","1","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 112",79,24,2,0,1,3,0,0,0,0
"G1100010007010113","1990","99","9999","9999","9999","9","113","1","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 113",14,2,0,0,0,0,0,0,0,0
"G1100010007010202","1990","99","9999","9999","9999","9","202","2","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",9,1,0,0,0,4,0,0,0,0
"G1100010007010203","1990","99","9999","9999","9999","9","203","2","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",124,26,3,3,0,4,0,0,0,0
"G1100010007010204","1990","99","9999","9999","9999","9","204","2","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",305,95,1,3,0,17,1,0,1,7
"G1100010007010205","1990","99","9999","9999","9999","9","205","2","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",86,65,0,14,0,10,0,0,0,4
"G1100010007010303","1990","99","9999","9999","9999","9","303","3","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",145,11,1,0,0,4,0,0,0,0
"G1100010007010304","1990","99","9999","9999","9999","9","304","3","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",140,20,0,7,0,2,0,0,0,1
"G1100010007010305","1990","99","9999","9999","9999","9","305","3","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",92,26,0,1,0,5,0,0,0,0
"G1100010007010306","1990","99","9999","9999","9999","9","306","3","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",16,18,0,0,0,0,0,0,0,0
"G1100010007010310","1990","99","9999","9999","9999","9","310","3","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 310",121,78,0,2,0,2,0,0,0,0
"G1100010007010312","1990","99","9999","9999","9999","9","312","3","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 312",72,41,2,0,0,0,0,0,0,0
"G1100010007010313","1990","99","9999","9999","9999","9","313","3","007010","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 313",83,21,0,1,0,6,1,0,0,0
"G11000100071101","1990","99","9999","9999","9999","9","101","1","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",10,3,0,8,0,0,0,0,0,0
"G11000100071102","1990","99","9999","9999","9999","9","102","1","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",49,15,0,5,0,0,0,0,0,0
"G11000100071103","1990","99","9999","9999","9999","9","103","1","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",51,100,1,0,0,0,3,0,0,10
"G11000100071104","1990","99","9999","9999","9999","9","104","1","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",7,888,8,0,3,0,8,0,0,4
"G11000100071105","1990","99","9999","9999","9999","9","105","1","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",6,36,0,0,0,1,1,0,0,1
"G11000100071106","1990","99","9999","9999","9999","9","106","1","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",12,67,0,2,0,0,0,0,0,0
"G11000100071107","1990","99","9999","9999","9999","9","107","1","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",7,41,1,0,0,0,1,0,0,0
"G11000100071201","1990","99","9999","9999","9999","9","201","2","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",37,200,0,1,0,0,0,0,0,1
"G11000100071202","1990","99","9999","9999","9999","9","202","2","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",20,37,0,3,0,1,0,0,0,0
"G11000100071203","1990","99","9999","9999","9999","9","203","2","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",24,39,0,0,0,6,0,0,0,0
"G11000100071204","1990","99","9999","9999","9999","9","204","2","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",6,77,0,0,0,0,0,0,0,2
"G11000100071205","1990","99","9999","9999","9999","9","205","2","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",6,58,0,0,0,0,0,0,0,0
"G11000100071206","1990","99","9999","9999","9999","9","206","2","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",17,103,0,0,0,2,0,0,0,9
"G11000100071302","1990","99","9999","9999","9999","9","302","3","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",4,51,0,5,0,1,3,0,0,0
"G11000100071303","1990","99","9999","9999","9999","9","303","3","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",0,204,0,0,1,0,4,0,0,3
"G11000100071304","1990","99","9999","9999","9999","9","304","3","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",10,256,0,0,0,1,0,0,0,0
"G11000100071305","1990","99","9999","9999","9999","9","305","3","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",40,200,1,0,0,5,10,0,2,8
"G11000100071306","1990","99","9999","9999","9999","9","306","3","0071","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",0,73,0,0,0,0,0,0,0,0
"G11000100072102","1990","99","9999","9999","9999","9","102","1","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",1,6,0,0,0,0,0,0,0,0
"G11000100072103","1990","99","9999","9999","9999","9","103","1","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",0,15,0,0,0,0,0,0,0,0
"G11000100072104","1990","99","9999","9999","9999","9","104","1","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",2,71,0,0,0,0,0,0,0,0
"G11000100072105","1990","99","9999","9999","9999","9","105","1","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",0,1,0,0,0,0,0,0,0,0
"G11000100072107","1990","99","9999","9999","9999","9","107","1","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",0,12,0,0,0,0,0,0,0,0
"G11000100072201","1990","99","9999","9999","9999","9","201","2","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",11,293,0,0,0,0,0,0,0,0
"G11000100072202","1990","99","9999","9999","9999","9","202","2","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",0,1,0,0,0,0,0,0,0,0
"G11000100072203","1990","99","9999","9999","9999","9","203","2","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",0,0,0,0,0,0,0,0,0,0
"G11000100072205","1990","99","9999","9999","9999","9","205","2","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",2,50,0,0,0,0,0,0,0,0
"G11000100072206","1990","99","9999","9999","9999","9","206","2","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",2,168,1,0,0,0,0,0,0,0
"G11000100072207","1990","99","9999","9999","9999","9","207","2","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 207",1,273,3,1,2,0,0,0,0,0
"G11000100072211","1990","99","9999","9999","9999","9","211","2","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 211",0,73,1,0,0,0,0,0,0,0
"G11000100072301","1990","99","9999","9999","9999","9","301","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",3,25,0,0,0,0,0,0,0,0
"G11000100072303","1990","99","9999","9999","9999","9","303","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",0,1,0,0,0,0,0,0,0,0
"G11000100072304","1990","99","9999","9999","9999","9","304","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",3,10,0,0,0,0,0,0,0,0
"G11000100072306","1990","99","9999","9999","9999","9","306","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",0,66,0,0,0,0,0,0,0,0
"G11000100072307","1990","99","9999","9999","9999","9","307","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 307",0,0,0,0,0,0,0,0,0,0
"G11000100072308","1990","99","9999","9999","9999","9","308","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 308",0,110,0,0,0,0,0,0,0,0
"G11000100072310","1990","99","9999","9999","9999","9","310","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 310",0,2,0,0,0,0,0,0,0,0
"G11000100072312","1990","99","9999","9999","9999","9","312","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 312",0,64,0,0,0,0,0,0,0,0
"G11000100072314","1990","99","9999","9999","9999","9","314","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 314",0,51,0,0,0,0,0,0,0,0
"G11000100072315","1990","99","9999","9999","9999","9","315","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 315",0,16,0,0,0,0,0,0,0,0
"G11000100072316","1990","99","9999","9999","9999","9","316","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 316",0,90,0,0,0,0,0,0,0,0
"G11000100072317","1990","99","9999","9999","9999","9","317","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 317",0,66,0,0,0,0,0,0,0,0
"G11000100072318","1990","99","9999","9999","9999","9","318","3","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 318",0,33,0,0,0,0,0,0,0,0
"G11000100072405","1990","99","9999","9999","9999","9","405","4","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 405",3,7,0,0,0,0,0,0,0,0
"G11000100072406","1990","99","9999","9999","9999","9","406","4","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",0,0,0,0,0,0,0,0,0,0
"G11000100072407","1990","99","9999","9999","9999","9","407","4","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 407",4,39,0,0,0,1,0,0,0,0
"G11000100072502","1990","99","9999","9999","9999","9","502","5","0072","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 502",7,10,0,0,0,0,0,0,0,0
